race/ethnicity,lunch,test preparation course,math score,reading score,writing score,english score,female,male,associate's degree,bachelor's degree,high school,master's degree,some college,some high school
1,0,1,36,29,27,28,0,1,0,0,1,0,0,0
1,0,0,63,78,79,78.5,1,0,0,0,0,0,0,1
3,1,0,67,54,63,58.5,0,1,1,0,0,0,0,0
3,1,0,65,78,82,80,1,0,0,0,0,0,0,1
3,1,1,85,84,89,86.5,0,1,0,0,0,1,0,0
2,1,1,73,78,74,76,1,0,0,0,0,1,0,0
0,0,0,34,48,41,44.5,1,0,0,0,1,0,0,0
3,0,0,93,100,100,100,1,0,0,1,0,0,0,0
3,0,1,67,84,84,84,1,0,0,0,0,0,0,1
3,1,1,88,77,77,77,0,1,0,0,0,0,1,0
1,1,1,57,48,51,49.5,0,1,0,0,1,0,0,0
3,1,0,79,84,91,87.5,1,0,0,0,0,0,1,0
2,0,1,67,75,72,73.5,1,0,0,1,0,0,0,0
4,1,0,70,64,70,67,0,1,0,1,0,0,0,0
3,0,1,50,42,48,45,0,1,0,1,0,0,0,0
0,1,1,69,84,82,83,1,0,0,0,0,0,1,0
2,1,0,52,61,66,63.5,1,0,0,1,0,0,0,0
2,0,0,47,62,66,64,1,0,0,1,0,0,0,0
1,0,1,46,61,55,58,1,0,1,0,0,0,0,0
4,1,1,68,70,66,68,1,0,0,0,0,0,1,0
4,1,0,100,100,100,100,0,1,0,1,0,0,0,0
2,1,1,44,61,52,56.5,1,0,0,0,1,0,0,0
2,1,0,57,77,80,78.5,1,0,1,0,0,0,0,0
1,1,0,91,96,91,93.5,0,1,0,0,0,0,1,0
3,0,1,69,70,67,68.5,0,1,0,0,1,0,0,0
2,0,1,35,53,46,49.5,1,0,0,0,1,0,0,0
3,1,1,72,66,66,66,0,1,0,0,1,0,0,0
1,0,1,54,65,65,65,1,0,1,0,0,0,0,0
3,0,1,74,70,69,69.5,0,1,0,0,1,0,0,0
4,1,0,74,64,60,62,0,1,0,0,0,0,0,1
4,0,1,64,56,52,54,0,1,1,0,0,0,0,0
3,0,0,65,61,71,66,1,0,0,0,1,0,0,0
4,0,0,46,43,44,43.5,0,1,1,0,0,0,0,0
2,0,1,48,56,51,53.5,1,0,0,0,0,0,0,1
2,0,0,67,74,70,72,0,1,0,0,0,0,1,0
3,0,1,62,57,62,59.5,0,1,0,0,0,0,1,0
3,0,0,61,71,73,72,0,1,1,0,0,0,0,0
2,0,0,70,75,74,74.5,0,1,0,1,0,0,0,0
2,1,0,98,87,90,88.5,0,1,1,0,0,0,0,0
3,0,1,70,63,58,60.5,0,1,0,0,0,0,1,0
0,1,1,67,57,53,55,0,1,1,0,0,0,0,0
4,0,1,57,58,57,57.5,1,0,0,0,1,0,0,0
3,1,0,85,81,85,83,0,1,0,0,0,0,1,0
3,1,0,77,68,69,68.5,0,1,0,0,0,0,0,1
2,0,0,72,66,72,69,0,1,0,0,0,1,0,0
3,1,1,78,91,96,93.5,1,0,0,0,0,1,0,0
2,1,1,81,66,64,65,0,1,0,0,1,0,0,0
0,0,0,61,62,61,61.5,0,1,0,0,0,0,0,1
1,1,1,58,68,61,64.5,1,0,0,0,1,0,0,0
2,1,1,54,61,58,59.5,1,0,1,0,0,0,0,0
1,1,1,82,82,80,81,0,1,0,0,1,0,0,0
3,0,1,49,58,60,59,1,0,0,0,0,0,1,0
1,0,0,49,50,52,51,0,1,0,0,0,0,0,1
4,0,0,57,75,73,74,1,0,0,0,1,0,0,0
4,1,1,94,73,71,72,0,1,0,0,1,0,0,0
3,1,0,75,77,83,80,1,0,0,0,0,0,1,0
4,0,1,74,74,72,73,1,0,0,0,0,0,0,1
2,1,0,58,52,54,53,0,1,0,0,1,0,0,0
2,1,1,62,69,69,69,1,0,0,0,0,0,1,0
4,1,1,72,57,62,59.5,0,1,1,0,0,0,0,0
2,1,1,84,87,81,84,0,1,0,0,0,0,1,0
3,1,1,92,100,100,100,1,0,0,0,0,1,0,0
3,1,1,45,63,59,61,1,0,0,0,1,0,0,0
2,1,1,75,81,71,76,0,1,0,0,1,0,0,0
0,1,1,56,58,64,61,1,0,0,0,0,0,1,0
3,0,1,48,54,53,53.5,1,0,0,0,0,0,0,1
4,1,1,100,100,100,100,1,0,1,0,0,0,0,0
2,0,0,65,76,75,75.5,1,0,0,0,0,0,0,1
3,1,1,72,57,58,57.5,0,1,0,0,0,0,1,0
3,1,1,62,70,72,71,1,0,0,0,0,0,1,0
0,1,0,66,68,64,66,0,1,0,0,0,0,0,1
2,1,1,63,63,60,61.5,0,1,0,0,0,0,1,0
4,1,1,68,76,67,71.5,1,0,1,0,0,0,0,0
1,1,1,75,84,80,82,1,0,0,1,0,0,0,0
3,1,1,89,100,100,100,1,0,0,1,0,0,0,0
2,1,0,78,72,69,70.5,0,1,0,0,0,0,0,1
0,0,0,53,50,60,55,1,0,0,0,1,0,0,0
3,0,1,49,65,61,63,1,0,0,0,0,0,1,0
0,1,1,54,63,67,65,1,0,0,0,0,0,1,0
2,1,0,64,82,77,79.5,1,0,0,0,0,0,1,0
1,0,0,60,62,60,61,0,1,0,0,0,0,1,0
2,1,1,62,65,58,61.5,0,1,1,0,0,0,0,0
3,1,0,55,41,48,44.5,0,1,0,0,1,0,0,0
2,1,1,91,95,94,94.5,1,0,1,0,0,0,0,0
1,0,1,8,24,23,23.5,1,0,0,0,1,0,0,0
3,1,1,81,78,78,78,0,1,0,0,0,0,0,1
1,1,0,79,85,86,85.5,0,1,0,0,0,0,0,1
0,1,0,78,87,91,89,1,0,0,0,0,0,1,0
2,1,1,74,75,82,78.5,1,0,0,0,0,0,0,1
0,1,1,57,51,54,52.5,0,1,0,0,1,0,0,0
2,1,1,40,59,51,55,1,0,1,0,0,0,0,0
4,1,0,81,75,76,75.5,0,1,0,0,0,0,0,1
0,0,1,44,45,45,45,1,0,0,0,0,0,0,1
3,0,0,67,86,83,84.5,1,0,0,0,0,0,1,0
4,0,0,86,81,75,78,0,1,0,0,1,0,0,0
1,1,0,65,82,78,80,1,0,0,0,0,0,0,1
3,0,1,55,76,76,76,1,0,1,0,0,0,0,0
3,0,1,62,72,74,73,1,0,0,1,0,0,0,0
0,1,1,63,63,62,62.5,0,1,0,0,1,0,0,0
4,1,0,88,99,95,97,1,0,0,0,0,1,0,0
2,0,1,62,55,55,55,0,1,0,0,1,0,0,0
2,0,0,59,71,65,68,1,0,0,0,1,0,0,0
3,1,0,68,78,77,77.5,1,0,0,0,0,0,1,0
3,0,1,77,86,86,86,1,0,0,0,0,0,1,0
